 תולדות יעקב בן יצחק (יוסף, יהודה ואחיהם)	בראשית לז1	פרשה_בתנך	prqim/t0137.htm#1
חודש06	תאריך	לשון_המקרא	tnk1/ljon/jorj/all2.html
חודש08	תאריך [= ירח שהיבול כבר בבית, והוא מרחשון, אחר שנאסף בתשרי, וכן נקרא אייר זיו אחר ניסן, וע' רש"י ראש-השנה דף י"א, ותוספות ד"ב שם, ובול הוא לעולם שישה חודשים אחרי זיו]	לשון_המקרא	tnk1/ljon/jorj/bwl.html
חודש10	תאריך	לשון_המקרא	tnk1/ljon/jorj/fbt.html
חודש11	תאריך	לשון_המקרא	tnk1/ljon/jorj/jbf.html
חודש12	תאריך	לשון_המקרא	tnk1/ljon/jorj/adr2.html
חוה	אשה	דמות_מהתנך	tnk1/dmut/dmut/2.html
חוה	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/xwh.html
חַוָּה	מבנה [= רק ברבים "חוות"]	לשון_המקרא	tnk1/ljon/jorj/xwh2.html
חוה אמנו	אשה	דמות_מהתנך	tnk1/dmut/dmut/2.html
חוורו פניו	ביטוי: פעל	לשון_המקרא	tnk1/ljon/jorj/xwr1.html#bituy
חוזה	בעל תכונה	לשון_המקרא	tnk1/ljon/jorj/xzh1.html
חוזים	דיני חוזים, הסכמים, תנאים	אוסף מאמרים	tryg/mamr/rcon_xwzym.html
חוֹח	עשב [= מין קוץ]	לשון_המקרא	tnk1/ljon/jorj/xwx.html
חוּט	כלי [= כמו פתיל]	לשון_המקרא	tnk1/ljon/jorj/xwf.html
חוטֵא	בעל תכונה	לשון_המקרא	tnk1/ljon/jorj/xfa.html
חוטא	היחס לחוטאים	מצוות_אדם	tryg/sug/ecm_adm_xwfaym.html
חוטא קבוע	היחס לבעל-עבירות (אדם שחוטא באופן קבוע)	מצוות_עצם	tryg/sug/ecm_xwfa_qbwe.html
חוטר	צמח [= מטה או ענף]	לשון_המקרא	tnk1/ljon/jorj/xfr.html
חוילה	גבר	דמות_מהתנך	tnk1/dmut/dmut/36.html
חוילה	גבר	דמות_מהתנך	tnk1/dmut/dmut/86.html
חוילה	כמה	דמויות_מהתנך	tnk1/dmut/jm/xwylh.html
חוילה בן יקטן	גבר	דמות_מהתנך	tnk1/dmut/dmut/86.html
חוילה בן כוש	גבר	דמות_מהתנך	tnk1/dmut/dmut/36.html
חוים	עם	דמות_מהתנך	tnk1/dmut/dmut/344.html
חול	גבר	דמות_מהתנך	tnk1/dmut/dmut/68.html
חול	שורש	לשון_המקרא	tnk1/ljon/jorj/xwl.html
חוֹל	חומר	לשון_המקרא	tnk1/ljon/jorj/xwl=xyl3.html
חול בן ארם	גבר	דמות_מהתנך	tnk1/dmut/dmut/68.html
חול המועד	חול המועד - ימי החול שבתוך חג הפסח וחג הסוכות	אוסף מאמרים	tryg/mamr/xwl_hmwed.html
חול=חיל	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/xwl=xyl.html
חולד	חיה [= שרץ קטן, חי מתחת לאדמה ואינו רואה (spalax)]	לשון_המקרא	tnk1/ljon/jorj/xld.html
חוֹלָה	בעל תכונה [= תואר ליולדת תחיל בחבליה]	לשון_המקרא	tnk1/ljon/jorj/xwl=xyl1.html
חולי	מחלה	לשון_המקרא	tnk1/ljon/jorj/xlh1.html
חולֵל1	פיעל [= הושאל ללידה ובריאה בעבור החיל ליולדה, כמו "חיבלתך אמך", "יחבל און", מן חבלים]	לשון_המקרא	tnk1/ljon/jorj/xwl=xyl1.html
חולֵל4	פיעל [= ניגן במחול]	לשון_המקרא	tnk1/ljon/jorj/xll4.html
חוּם	צבע [= תואר או שם מופשט]	לשון_המקרא	tnk1/ljon/jorj/xwm.html
חומה	מבנה	לשון_המקרא	tnk1/ljon/jorj/xmh2.html
חומט	חיה [= זיקית (chameleon)]	לשון_המקרא	tnk1/ljon/jorj/xmf.html
חומֵץ	בעל תכונה [= תואר לחומס]	לשון_המקרא	tnk1/ljon/jorj/xmc2.html
חומרי בנין	חומר בנין	לשון_המקרא	tnk1/ljon/sug/EcmXomrBnyn.html
חומרים	חומר	לשון_המקרא	tnk1/ljon/sug/EcmXomr.html
חונן	פיעל [= הנכון שהוא מנחי ע"ו, משורש "חין"]	לשון_המקרא	tnk1/ljon/jorj/xnn.html
חוס	שורש [= ענינו רחמים וחמלה]	לשון_המקרא	tnk1/ljon/jorj/xws.html
חוסן	אופי	לשון_המקרא	tnk1/ljon/jorj/xsn.html
חוסֶר	מופשט	לשון_המקרא	tnk1/ljon/jorj/xsr.html
חוֹף	עצם בארץ [= שפת הים, ותרגומו "ספר"]	לשון_המקרא	tnk1/ljon/jorj/xwp.html
חופה	מבנה [= שם סוכת כבוד]	לשון_המקרא	tnk1/ljon/jorj/xpp.html
חופש	מופשט	לשון_המקרא	tnk1/ljon/jorj/xpj1.html
חוּץ	תואר פועל	לשון_המקרא	tnk1/ljon/jorj/xwc.html
חוצב	בעל תפקיד	לשון_המקרא	tnk1/ljon/jorj/xcb.html
חוצות	מבנה [= נרדף לשווקים ורחובות]	לשון_המקרא	tnk1/ljon/jorj/xwc.html
חוצן	גוף [= זרוע או כנף הבגד]	לשון_המקרא	tnk1/ljon/jorj/xcn.html
חוק	מופשט	לשון_המקרא	tnk1/ljon/jorj/xqq.html
חוק ומשפט	ביטוי: מופשט	לשון_המקרא	tnk1/ljon/jorj/xqq.html#bituy
חוק[ע]	שם מתואר	לשון_המקרא	tnk1/ljon/jorj/xqq.html
חוקה	מופשט [= "חוק" בלשון נקבה]	לשון_המקרא	tnk1/ljon/jorj/xqq.html
חוקות הגויים	חוקות הגויים	מצוות_אדם	tryg/sug/xwqwt_hgwyym.html
חוקי מקרקעין	חוקים הקשורים לקרקעות	אוסף מאמרים	tnk1/msr/4qrqa.html
חוקק	פיעל	לשון_המקרא	tnk1/ljon/jorj/xqq.html
חוקת עולם	ביטוי: מופשט	לשון_המקרא	tnk1/ljon/jorj/xqq.html#bituy
חור	גבר	דמות_מהתנך	tnk1/dmut/dmut/518.html
חור	גבר	דמות_מהתנך	tnk1/dmut/dmut/543.html
חור	גבר	דמות_מהתנך	tnk1/dmut/dmut/547.html
חור	כמה	דמויות_מהתנך	tnk1/dmut/jm/xwr.html
חור	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/xwr.html
חוּר	חומר בנין [= מלת לבנה, מגילה יב]	לשון_המקרא	tnk1/ljon/jorj/xwr1.html
חור בן כלב	גבר	דמות_מהתנך	tnk1/dmut/dmut/543.html
חור מלך מדין	גבר	דמות_מהתנך	tnk1/dmut/dmut/518.html
חור שתמך בידי משה	גבר	דמות_מהתנך	tnk1/dmut/dmut/547.html
חוּר2	מקום	לשון_המקרא	tnk1/ljon/jorj/xwr2.html
חורי	גבר	דמות_מהתנך	tnk1/dmut/dmut/419.html
חורי	גבר	דמות_מהתנך	tnk1/dmut/dmut/842.html
חורי מנחלי געש	גבר	דמות_מהתנך	tnk1/dmut/dmut/842.html
חורף	זמן	לשון_המקרא	tnk1/ljon/jorj/xrp2.html
חורף1	מופשט [= עילוי וחשיבות, ידוע בש"ס ראש פרק "הזהב" וש"מ, וכן תרגומו - "בימי חריפותי"]	לשון_המקרא	tnk1/ljon/jorj/xrp1.html
חוש	שורש [= ענינו מהירות]	לשון_המקרא	tnk1/ljon/jorj/xwj.html
חושי	גבר	דמות_מהתנך	tnk1/dmut/dmut/791.html
חושי	גבר	דמות_מהתנך	tnk1/dmut/dmut/929.html
חושי הארכי	גבר	דמות_מהתנך	tnk1/dmut/dmut/791.html
חושך	מראה	לשון_המקרא	tnk1/ljon/jorj/xjk1.html
חושן	בגד [= תכשיט על לב הכהן הגדול]	לשון_המקרא	tnk1/ljon/jorj/xjn.html
חותם	גבר	דמות_מהתנך	tnk1/dmut/dmut/888.html
חותָם	כלי [= טבעת שחותמין בו כתבים]	לשון_המקרא	tnk1/ljon/jorj/xtm.html
חותמת	כלי [= "חותם" בלשון נקבה]	לשון_המקרא	tnk1/ljon/jorj/xtm.html
חותן	אדם קרוב [= תואר לאבי האישה]	לשון_המקרא	tnk1/ljon/jorj/xtn.html
חותנת	אדם קרוב [= תואר לאם האישה]	לשון_המקרא	tnk1/ljon/jorj/xtn.html
חזאל	גבר	דמות_מהתנך	tnk1/dmut/dmut/1056.html
חזה	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/xzh.html
חזֶה	גוף	לשון_המקרא	tnk1/ljon/jorj/xzh2.html
חזו	גבר	דמות_מהתנך	tnk1/dmut/dmut/113.html
חזון	מופשט [= מראֶה - בחלום, בדמיון או בנבואה]	לשון_המקרא	tnk1/ljon/jorj/xzh1.html
חזוּת	מופשט	לשון_המקרא	tnk1/ljon/jorj/xzh1.html
חזז	שורש	לשון_המקרא	tnk1/ljon/jorj/xzz.html
חזיון	גבר	דמות_מהתנך	tnk1/dmut/dmut/1018.html
חזיוֹן	מופשט	לשון_המקרא	tnk1/ljon/jorj/xzh1.html
חזיז	עצם ברקיע [= ענן, ולראב"ע הוא שם מופשט, לאומץ ותוקף]	לשון_המקרא	tnk1/ljon/jorj/xzz.html
חזיר	גבר	דמות_מהתנך	tnk1/dmut/dmut/1295.html
חזִיר	חיה	לשון_המקרא	tnk1/ljon/jorj/xzr.html
חזית	פעל [= שים לב]	לשון_המקרא	tnk1/ljon/jorj/xzh1.html
חֶזק	מופשט	לשון_המקרא	tnk1/ljon/jorj/xzq.html
חָזְקה	מופשט [= "חֹזק" בלשון נקבה]	לשון_המקרא	tnk1/ljon/jorj/xzq.html
חזקיה	גבר	דמות_מהתנך	tnk1/dmut/dmut/1236.html
חזקיה	גבר	דמות_מהתנך	tnk1/dmut/dmut/998.html
חזקיה	כמה	דמויות_מהתנך	tnk1/dmut/jm/xzqyh.html
חזקיה אבי אמריה	גבר	דמות_מהתנך	tnk1/dmut/dmut/1236.html
חזקיהו מלך יהודה	גבר	דמות_מהתנך	tnk1/dmut/dmut/998.html
חזר	שורש	לשון_המקרא	tnk1/ljon/jorj/xzr.html
חַח	כלי [= כלי ששימש למשיכת חיות, כנראה שהיה עשוי מברזל דוקר. משכו חיות ע"י תקיעת שני חחים בלחיים, או חח אחד באף.]	לשון_המקרא	tnk1/ljon/jorj/xx.html
חֵטְא	מופשט	לשון_המקרא	tnk1/ljon/jorj/xfa.html
חטא המרגלים	פרשת המרגלים - כל המאמרים	אוסף מאמרים	tnk1/tora/mrglim.html
חטא העגל	חטא העגל - כל המאמרים	אוסף מאמרים	tnk1/tora/jmot/xte_hegl.html
חֲטָאָה	מופשט [= "חֵטְא" בלשון נקבה]	לשון_המקרא	tnk1/ljon/jorj/xfa.html
חַטָּאת	מופשט	לשון_המקרא	tnk1/ljon/jorj/xfa.html
חטאת	קרבנות שמקריבים על חטא	מצוות_עצם	tryg/sug/ecm_xfat.html
חטאת העוף	חטאת העוף	מצוות_עצם	tryg/sug/xfat_hewp.html
חטאת חיצונית	חטאת חיצונית	מצוות_עצם	tryg/sug/xfat_xycwnyt.html
חטאת פנימית	חטאת פנימית	מצוות_עצם	tryg/sug/xfat_pnymyt.html
חַטָּאת[ק]	קרבן [= קרבן הבא על החטא]	לשון_המקרא	tnk1/ljon/jorj/xfa.html
חֻטב	פֻעל	לשון_המקרא	tnk1/ljon/jorj/xfb.html
חטב=חצב	עלשורש_אות [= שורשים עם משמעות דומה, בחילוף בין שתי אותיות קרובות]	לשון_המקרא	tnk1/ljon/jorj/xfb=xcb.html
חטה	עשב [= מין דגן, צמח שגרגריו קשים ועטופים בקליפה]	לשון_המקרא	tnk1/ljon/jorj/xnf2.html
חטמ	שורש [= ענינו אריכת אף]	לשון_המקרא	tnk1/ljon/jorj/xfm.html
חטפ	שורש [= ענינו לקיחה במהירות ובחזקה]	לשון_המקרא	tnk1/ljon/jorj/xfp.html
חטר	שורש	לשון_המקרא	tnk1/ljon/jorj/xfr.html
חַי	תואר	לשון_המקרא	tnk1/ljon/jorj/xy.html
חי ה'!	ביטוי: מילת קריאה	לשון_המקרא	tnk1/ljon/jorj/xy.html#bituy
חי נפשך!	ביטוי: מילת קריאה [= כמו שאתה חי, כך דבריי הם אמת]	לשון_המקרא	tnk1/ljon/jorj/xy.html#bituy
חיאל	גבר	דמות_מהתנך	tnk1/dmut/dmut/1035.html
חיב	שורש	לשון_המקרא	tnk1/ljon/jorj/xyb.html
חיבוק	מופשט	לשון_המקרא	tnk1/ljon/jorj/xbq.html
חיבל2	פיעל	לשון_המקרא	tnk1/ljon/jorj/xbl2.html
חיבל3	פיעל	לשון_המקרא	tnk1/ljon/jorj/xbl3.html
חיבק	פיעל	לשון_המקרא	tnk1/ljon/jorj/xbq.html
חיבר	פיעל	לשון_המקרא	tnk1/ljon/jorj/xbr.html
חיבש	פיעל	לשון_המקרא	tnk1/ljon/jorj/xbj.html
חידה	שם מתואר [= שאלה הדורשת חשיבה מרובה ומחשבה מעבר לקווי הגיון רגילים]	לשון_המקרא	tnk1/ljon/jorj/xwd.html
חידות	חידות ופעילויות ליחידים	אוסף מאמרים	tnk1/sig/do1.html
חידש	פיעל	לשון_המקרא	tnk1/ljon/jorj/xdj.html
חַיָּה	חיה [= בעל-חיים]	לשון_המקרא	tnk1/ljon/jorj/xy.html
חָיָה	פעל [= הבינוני בשורש "חי"]	לשון_המקרא	tnk1/ljon/jorj/xyh.html
חַיָּה[ש]	שם מתואר	לשון_המקרא	tnk1/ljon/jorj/xy.html
חַיָּה[ת]	תואר [= תואר לנקבה]	לשון_המקרא	tnk1/ljon/jorj/xy.html
חיוב	צורת חיוב - שלילה	אוסף מאמרים	tnk1/ljon/dq/cwrt_xywb-jlylh.html
חיוה	פיעל	לשון_המקרא	tnk1/ljon/jorj/xwh1.html
חיוֵּר	צבע	לשון_המקרא	tnk1/ljon/jorj/xwr1.html
חיוּת	מופשט	לשון_המקרא	tnk1/ljon/jorj/xy.html
חָיוֹת	תואר	לשון_המקרא	tnk1/ljon/jorj/xyh.html
חיות	חיה	לשון_המקרא	tnk1/ljon/sug/EcmXya.html
חיות המרכבה	ביטוי: מלאך	לשון_המקרא	tnk1/ljon/jorj/xy.html#bituy
חיות וצמחים	רבשורש	לשון_המקרא	tnk1/ljon/sug/EcmTva.html
חיות מים	חית מים	לשון_המקרא	tnk1/ljon/sug/EcmXytMym.html
חיזק	פיעל	לשון_המקרא	tnk1/ljon/jorj/xzq.html
חיזק לב	ביטוי: פיעל [= מסר עובדות שהביאו למסקנה הגיונית שהיא לרעת החוטא]	לשון_המקרא	tnk1/ljon/jorj/xzq.html#bituy
חיטא	פיעל [= ענינו תיקון והכשר]	לשון_המקרא	tnk1/ljon/jorj/xfa.html
חיי נישואין	חיי נישואין	מצוות_רצון	tryg/sug/rcon_xyy_nyjwayn.html
חייב	פיעל	לשון_המקרא	tnk1/ljon/jorj/xwb=xyb.html
חייה	פיעל	לשון_המקרא	tnk1/ljon/jorj/xyh.html
חיים	מופשט [= תואר רבים, והוא גם שם מופשט בלשון רבים ולא ייפרד, היפך "מוות"]	לשון_המקרא	tnk1/ljon/jorj/xy.html
חיכה	פיעל	לשון_המקרא	tnk1/ljon/jorj/xkh.html
חיכם	פיעל	לשון_המקרא	tnk1/ljon/jorj/xkm.html
חִיל	מופשט	לשון_המקרא	tnk1/ljon/jorj/xwl=xyl1.html
חֵיל	מבנה	לשון_המקרא	tnk1/ljon/jorj/xyl.html
חִילה	מופשט [= "חִיל" בלשון נקבה]	לשון_המקרא	tnk1/ljon/jorj/xwl=xyl1.html
חילה1	פיעל	לשון_המקרא	tnk1/ljon/jorj/xlh1.html
חילה2	פיעל	לשון_המקרא	tnk1/ljon/jorj/xlh2.html
חילל1	פיעל	לשון_המקרא	tnk1/ljon/jorj/xll1.html
חילל2	פיעל	לשון_המקרא	tnk1/ljon/jorj/xll2.html
חילל4	פיעל [= ניגן בחליל]	לשון_המקרא	tnk1/ljon/jorj/xll4.html
חילף	פיעל	לשון_המקרא	tnk1/ljon/jorj/xlp.html
חילץ	פיעל	לשון_המקרא	tnk1/ljon/jorj/xlc1.html
חילק	פיעל	לשון_המקרא	tnk1/ljon/jorj/xlq1.html
חימד	פיעל	לשון_המקרא	tnk1/ljon/jorj/xmd.html
חימם	פיעל	לשון_המקרא	tnk1/ljon/jorj/xmm.html
חימש	פיעל [= לקח חמישית; ורש"י פירש "הכין תחמושת", וכן תרגם אונקלוס]	לשון_המקרא	tnk1/ljon/jorj/xmj.html
חִין	אופי [= כמו חן]	לשון_המקרא	tnk1/ljon/jorj/xyn.html
חינוך לתורה	חינוך הילדים (לתורה)	מצוות_אדם	tryg/sug/xynwk_ltwrh.html
חינם	תואר פועל [= היותו מבלי שום סיבה גורמת]	לשון_המקרא	tnk1/ljon/jorj/xnn.html
חינן	פיעל [= על דרך השלמים, וענינו נתינת חן לדבר, שיהיה לרצון לפני מי]	לשון_המקרא	tnk1/ljon/jorj/xnn.html
חינק	פיעל	לשון_המקרא	tnk1/ljon/jorj/xnq.html
חיסד	פיעל	לשון_המקרא	tnk1/ljon/jorj/xsd.html
חיסר	פיעל [= יוצא מענין ב [על האדם שנחסר לו הדבר]]	לשון_המקרא	tnk1/ljon/jorj/xsr.html
חיפא	פיעל	לשון_המקרא	tnk1/ljon/jorj/xpa.html
חיפה	פיעל	לשון_המקרא	tnk1/ljon/jorj/xph.html
חיפזון	מופשט	לשון_המקרא	tnk1/ljon/jorj/xpz.html
חיפשׂ	פיעל	לשון_המקרא	tnk1/ljon/jorj/xpsj.html
חיפש בנרות	ביטוי: פיעל [= חיפש לאור הנר, בדקדקנות רבה]	לשון_המקרא	tnk1/ljon/jorj/xpsj.html#bituy
חיִץ	כלי [= תרגמו יונתן "מחיצה"]	לשון_המקרא	tnk1/ljon/jorj/xyc.html
חיצון	תואר	לשון_המקרא	tnk1/ljon/jorj/xwc.html
חיצץ	פיעל	לשון_המקרא	tnk1/ljon/jorj/xcc.html
חיצצר	פיעל [= תקע בחצוצרות, ויתיר צ']	לשון_המקרא	tnk1/ljon/jorj/xcr1.html
חֵיק	גוף [= מקום הגוף מן הבטן עד החזה, ששם מחבק ומרגיש יותר. והושאל לתוך וקרב, והסתר ומחבא]	לשון_המקרא	tnk1/ljon/jorj/xyq.html
חיקר	פיעל	לשון_המקרא	tnk1/ljon/jorj/xqr.html
חירה	גבר	דמות_מהתנך	tnk1/dmut/dmut/482.html
חירם	גבר	דמות_מהתנך	tnk1/dmut/dmut/743.html
חירם	גבר	דמות_מהתנך	tnk1/dmut/dmut/939.html
חירם	כמה	דמויות_מהתנך	tnk1/dmut/jm/xyrm.html
חירם בן איש צרי	גבר	דמות_מהתנך	tnk1/dmut/dmut/939.html
חירם מלך צר	גבר	דמות_מהתנך	tnk1/dmut/dmut/743.html
חירף	פיעל	לשון_המקרא	tnk1/ljon/jorj/xrp1.html
חירף את נפשו	ביטוי: פיעל [= סיכן את חייו]	לשון_המקרא	tnk1/ljon/jorj/xrp1.html#bituy
חִיש	תואר פועל	לשון_המקרא	tnk1/ljon/jorj/xwj.html
חישב	פיעל [= בענינו חישוב מספר]	לשון_המקרא	tnk1/ljon/jorj/xjb.html
חישוק	כלי	לשון_המקרא	tnk1/ljon/jorj/xjq.html
חישורים	שם מתואר [= זרועות עץ המהדקין וקושרין עיגוליה יחד]	לשון_המקרא	tnk1/ljon/jorj/xjr.html
חישק	פיעל [= טבעי בהיקף]	לשון_המקרא	tnk1/ljon/jorj/xjq.html
חית קנה	ביטוי: חיה	לשון_המקרא	tnk1/ljon/jorj/xy.html#bituy
חיתול	מופשט	לשון_המקרא	tnk1/ljon/jorj/xtl.html
חיתם	פיעל	לשון_המקרא	tnk1/ljon/jorj/xtm.html
חיתת	פיעל	לשון_המקרא	tnk1/ljon/jorj/xtt.html
חֵך	גוף [= מקום העליון בפה. ובא גם על הדיבור, כמו שם לשון"]	לשון_המקרא	tnk1/ljon/jorj/xk.html
חַכָּה	כלי [= כמין מחט כפוף, ונכנס בפי הדג בחכו, ומושכין אותו בו]	לשון_המקרא	tnk1/ljon/jorj/xk.html
חכה	שורש [= ענינו תוחלת, תקוה והמתנה]	לשון_המקרא	tnk1/ljon/jorj/xkh.html
חַכִּים	תואר [= תואר ממשקל כבד, כמו "מחכה"]	לשון_המקרא	tnk1/ljon/jorj/xkh.html
חכליה	גבר	דמות_מהתנך	tnk1/dmut/dmut/1336.html
חכלילי	צבע	לשון_המקרא	tnk1/ljon/jorj/xkll.html
חכלל	שורש [= שם "חכלילי" ו"חכלילות", וענינם אדמימות]	לשון_המקרא	tnk1/ljon/jorj/xkll.html
חֻכם	פֻעל	לשון_המקרא	tnk1/ljon/jorj/xkm.html
חכם בעיניו	ביטוי: בעל תכונה	לשון_המקרא	tnk1/ljon/jorj/xkm.html#bituy
חכם חרשים	ביטוי: בעל תכונה	לשון_המקרא	tnk1/ljon/jorj/xkm.html#bituy
חכם לב	ביטוי: בעל תכונה [= הלומד ומפנים]	לשון_המקרא	tnk1/ljon/jorj/xkm.html#bituy
חכמה	אופי [= הכישרון ללמוד וללמד]	לשון_המקרא	tnk1/ljon/jorj/xkm.html
חכמה בינה ודעת בספר משלי	חכמה בינה ודעת בספר משלי	אוסף מאמרים	tnk1/ktuv/mjly/xbd.html
